439.	Xavier Cooks	$1,719,864	$1,770,967
439.	Christian Koloko	$1,719,864	$1,770,967
439.	Jabari Walker	$1,719,864	$1,770,967
439.	Josh Minott	$1,719,864	$1,770,967
439.	Kennedy Chandler	$1,719,864	$1,770,967
439.	Max Christie	$1,719,864	$1,770,967
439.	Jaden Hardy	$1,719,864	$1,770,967
439.	Bryce McGowens	$1,719,864	$1,770,967
447.	Jalen Pickett	$1,708,143	$1,758,898
448.	Julian Phillips	$1,600,000	$1,647,542
449.	Craig Porter	$1,500,000	$1,544,570
450.	Eugene Omoruyi	$1,459,782	$1,503,157
451.	Ricky Council	$1,414,135	$1,456,154
452.	DaQuan Jeffries	$1,341,538	$1,381,400
453.	Eric Bledsoe	$1,300,000	$1,338,628
454.	Skylar Mays	$1,165,280	$1,199,904
455.	Sidy Cissoko	$1,119,563	$1,152,829
455.	Toumani Camara	$1,119,563	$1,152,829
455.	Rayan Rupert	$1,119,563	$1,152,829
455.	Chris Livingston	$1,119,563	$1,152,829
455.	Andre Jackson Jr	$1,119,563	$1,152,829
455.	Maxwell Lewis	$1,119,563	$1,152,829
455.	Trayce Jackson-Davis	$1,119,563	$1,152,829
455.	Hunter Tyson	$1,119,563	$1,152,829
455.	Jordan Walsh	$1,119,563	$1,152,829
455.	Mouhamed Gueye	$1,119,563	$1,152,829
465.	Dylan Windler	$1,116,288	$1,149,455
466.	Trent Forrest	$1,112,933	$1,146,002
467.	Lester Quinones	$1,108,597	$1,141,537
468.	Kendall Brown	$1,100,000	$1,132,685
469.	Stanley Umude	$1,098,242	$1,130,875
470.	Gui Santos	$1,029,483	$1,060,073
471.	Dominick Barlow	$1,015,402	$1,045,573
472.	AJ Lawson	$1,000,000	$1,029,713
473.	Ishmail Wainright	$988,269	$1,017,633
474.	Neemias Queta	$891,035	$917,510
475.	Jalen Wilson	$850,000	$875,256
476.	Javon Freeman-Liberty	$849,324	$874,560
477.	Lindy Waters III	$766,095	$788,858
478.	Jacob Toppin	$759,245	$781,805
479.	Mamadi Diakite	$710,574	$731,687
480.	Jack White	$703,550	$724,454
481.	Nik Stauskas	$702,311	$723,179
482.	Jacob Gilyard	$701,336	$722,175
483.	Luka Garza	$687,465	$707,892
